name,email,phone,links,role,skills,education,experience_years,summary
Yolanda Anderson,lxvwgstu@email.com,"+1 2130853676
",https://linkedin.com/in/tvghhgsmuu; https://github.com/dxteldxxaj,Data Engineer,sql; tableau; power bi; r; postgresql; machine learning; statistics; data visualization; git; docker; plotly; azure; google cloud platform (gcp); model deployment; fastapi,Master of Science in Intelligent Systems,10,"A dedicated and results-driven Data Engineer with over 10 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Hannah Nguyen,qwrhlorm@email.com,"+1 1574051270
",https://linkedin.com/in/haomncyszu; https://github.com/qvigtrjxsd,Data Analyst,tableau; power bi; r; machine learning; statistics; git; docker; kubernetes; seaborn; azure; model deployment; a/b testing; eda; hugging face,Bachelor of Science in Mathematics,9,"A dedicated and results-driven Data Analyst with over 9 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Sophia Collins,wrrayaqw@email.com,"+1 1463424273
",https://linkedin.com/in/jzqhvaxryc; https://github.com/ubgjjjjkho,Open Source Contributor (Data),tableau; power bi; r; scikit-learn; machine learning; statistics; data mining; git; docker; kubernetes; computer vision; seaborn; model evaluation; model deployment; data ethics,Master of Science in Computer Vision,13,"A dedicated and results-driven Open Source Contributor (Data) with over 13 years of experience
in data analysis, machine learning, and predictive modeling. Skilled in transforming business needs
into technical solutions using modern data science tools and practices. Passionate about solving
real-world problems through data-driven approaches and delivering measurable outcomes."
Olivia Torres,ipytpdcu@email.com,"+1 3589230759
",https://linkedin.com/in/ibhgoasfro; https://github.com/isvxekjxxt,Data Analyst,tableau; power bi; r; c++; machine learning; deep learning; statistics; big data; git; docker; etl pipelines; model deployment; data ethics,,14,"A dedicated and results-driven Data Analyst with over 14 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Quinn Stewart,iptqdhqu@email.com,"+1 1578591825
",https://linkedin.com/in/lrshmiilxp; https://github.com/xggsyrgivx,Machine Learning Engineer,sql; tableau; power bi; r; pandas; numpy; machine learning; statistics; git; docker; data cleaning; plotly; feature engineering; model evaluation; model deployment; data lakes,Master of Science in Quantitative Finance,6,"A dedicated and results-driven Machine Learning Engineer with over 6 years of experience in
data analysis, machine learning, and predictive modeling. Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-world
problems through data-driven approaches and delivering measurable outcomes."
Henry Turner,hcvhbmel@email.com,"+1 5890150329
",https://linkedin.com/in/wlwcujhvbr; https://github.com/noalarxmhb,Business Intelligence Analyst,tableau; power bi; r; scikit-learn; excel; java; machine learning; deep learning; statistics; git; docker; model deployment; eda,,13,"A dedicated and results-driven Business Intelligence Analyst with over 13 years of experience in
data analysis, machine learning, and predictive modeling. Skilled in transforming business needs into
technical solutions using modern data science tools and practices. Passionate about solving real-world
problems through data-driven approaches and delivering measurable outcomes."
Samantha Parker,izhhbrfo@email.com,"+1 4861486240
",https://linkedin.com/in/srluwmjtwq; https://github.com/oepxefwzbh,Business Analyst,tableau; power bi; r; machine learning; statistics; data visualization; git; docker; data cleaning; etl pipelines; model deployment,Master of Science in Data Analytics,9,"A dedicated and results-driven Business Analyst with over 9 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Tom Rodriguez,vidpafaj@email.com,"+1 3537078070
",https://linkedin.com/in/tevsmetetq; https://github.com/ohaadivoqm,Data Strategist,sql; tableau; power bi; r; postgresql; machine learning; deep learning; statistics; spark; git; docker; data cleaning; plotly; model deployment,,4,"A dedicated and results-driven Data Strategist with over 4 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
George Evans,ocxearos@email.com,"+1 9701694366
",https://linkedin.com/in/plmwjpwkwn,Open Source Contributor (Data),tableau; power bi; r; numpy; machine learning; statistics; spark; git; docker; data cleaning; model deployment; a/b testing; transformers; fastapi,Master of Science in Information Systems,10,"A dedicated and results-driven Open Source Contributor (Data) with over 10 years of experience
in data analysis, machine learning, and predictive modeling. Skilled in transforming business needs
into technical solutions using modern data science tools and practices. Passionate about solving
real-world problems through data-driven approaches and delivering measurable outcomes."
Bob Young,hdgvesqg@email.com,"+1 1776553167
",https://linkedin.com/in/jzeiynreaj; https://github.com/dwzmxasewi,Nlp Engineer,tableau; power bi; r; c++; machine learning; statistics; big data; git; docker; plotly; etl pipelines; model deployment; data lakes; data governance; bayesian inference,Master of Science in Statistics,9,"A dedicated and results-driven NLP Engineer with over 9 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
Henry Turner,hekfywmo@email.com,"+1 5994383178
",https://linkedin.com/in/tygdtsxiao; https://github.com/gxvhewaakf,Data Journalist,sql; tableau; power bi; r; machine learning; statistics; git; docker; model evaluation; model deployment; hugging face; dask,Master of Science in Statistics,3,"A dedicated and results-driven Data Journalist with over 3 years of experience in data analysis,
machine learning, and predictive modeling.
Skilled in transforming business needs into technical
solutions using modern data science tools and practices. Passionate about solving real-world problems
through data-driven approaches and delivering measurable outcomes."
